X,Y,Index_,event_unique_id,Division,occurrencedate,reporteddate,location_type,premises_type,ucr_code,ucr_ext,offence,reportedyear,reportedmonth,reportedday,reporteddayofyear,reporteddayofweek,reportedhour,occurrenceyear,occurrencemonth,occurrenceday,occurrencedayofyear,occurrencedayofweek,occurrencehour,cleared,mci_category,Hood_ID,Neighbourhood,Longitude,Latitude,ObjectId
0,0,133104,GO-20173233175,NSA,2017/12/19 05:00:00+00,2017/12/20 05:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,2017,December,20,354,Wednesday ,11,2017,December,19,353,Tuesday   ,21,YES,Theft Over,NSA,NSA,0,0,133137
0,0,133871,GO-20173288149,NSA,2017/12/29 05:00:00+00,2017/12/29 05:00:00+00,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,2120,200,B&E,2017,December,29,363,Friday    ,23,2017,December,29,363,Friday    ,23,YES,Break and Enter,NSA,NSA,0,0,133210
0,0,133121,GO-20173230619,NSA,2017/12/19 05:00:00+00,2017/12/20 05:00:00+00,Ttc Bus,Transit,1430,100,Assault,2017,December,20,354,Wednesday ,18,2017,December,19,353,Tuesday   ,16,YES,Assault,NSA,NSA,0,0,133270
0,0,133183,GO-20173237374,NSA,2017/12/20 05:00:00+00,2017/12/21 05:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1420,100,Assault With Weapon,2017,December,21,355,Thursday  ,1,2017,December,20,354,Wednesday ,23,YES,Assault,NSA,NSA,0,0,133332
0,0,133184,GO-20173237374,NSA,2017/12/20 05:00:00+00,2017/12/21 05:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,2017,December,21,355,Thursday  ,1,2017,December,20,354,Wednesday ,23,YES,Break and Enter,NSA,NSA,0,0,133333
0,0,133212,GO-20173240987,NSA,2017/12/15 05:00:00+00,2017/12/21 05:00:00+00,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2120,200,B&E,2017,December,21,355,Thursday  ,16,2017,December,15,349,Friday    ,1,NO,Break and Enter,NSA,NSA,0,0,133389
0,0,133293,GO-20173245867,NSA,2017/11/06 05:00:00+00,2017/12/22 05:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2017,December,22,356,Friday    ,11,2017,November,6,310,Monday    ,18,NO,Assault,NSA,NSA,0,0,133475
-8880826.437,5421300.472,133013,GO-20173227682,NSA,2017/12/19 05:00:00+00,2017/12/19 05:00:00+00,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,1610,110,Robbery - Financial Institute,2017,December,19,353,Tuesday   ,14,2017,December,19,353,Tuesday   ,10,YES,Robbery,NSA,NSA,-79.77782124,43.71407336,133679
-8847475.389,5433220.156,133052,GO-20173231559,NSA,2017/12/19 05:00:00+00,2017/12/19 05:00:00+00,Pharmacy,Other,1610,210,Robbery - Business,2017,December,19,353,Tuesday   ,20,2017,December,19,353,Tuesday   ,20,YES,Robbery,NSA,NSA,-79.47822368,43.79141789,133721
0,0,133075,GO-20173230120,NSA,2017/12/02 05:00:00+00,2017/12/19 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,2017,December,19,353,Tuesday   ,21,2017,December,2,336,Saturday  ,8,NO,Auto Theft,NSA,NSA,0,0,133744
0,0,133081,GO-20173232770,NSA,2017/12/19 05:00:00+00,2017/12/20 05:00:00+00,"Gas Station (Self, Full, Attached Convenience)",Commercial,2132,200,Theft From Motor Vehicle Over,2017,December,20,354,Wednesday ,10,2017,December,19,353,Tuesday   ,13,NO,Theft Over,NSA,NSA,0,0,133750
-8830360.609,5438272.283,133972,GO-20173290773,NSA,2017/12/29 05:00:00+00,2017/12/30 05:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,2017,December,30,364,Saturday  ,14,2017,December,29,363,Friday    ,22,NO,Auto Theft,NSA,NSA,-79.32447899,43.82417,133829
0,0,133682,GO-20173273293,NSA,2017/12/26 05:00:00+00,2017/12/27 05:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2017,December,27,361,Wednesday ,14,2017,December,26,360,Tuesday   ,0,NO,Assault,NSA,NSA,0,0,133919
-8864396.188,5421424.266,133691,GO-20173274762,NSA,2017/12/25 05:00:00+00,2017/12/27 05:00:00+00,"Private Property Structure (Pool, Shed, Detached Garage)",Other,1430,100,Assault,2017,December,27,361,Wednesday ,18,2017,December,25,359,Monday    ,11,YES,Assault,NSA,NSA,-79.6302258,43.71487715,133928
-8882084.582,5422232.125,134302,GO-201817159,NSA,2018/01/03 05:00:00+00,2018/01/03 05:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2018,January,3,3,Wednesday ,20,2018,January,3,3,Wednesday ,20,YES,Assault,NSA,NSA,-79.78912335,43.72012228,134119
0,0,134939,GO-201860256,NSA,2018/01/09 05:00:00+00,2018/01/10 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,2018,January,10,10,Wednesday ,18,2018,January,9,9,Tuesday   ,23,NO,Assault,NSA,NSA,0,0,134488
-8873309.938,5402523.574,134798,GO-201849895,NSA,2014/10/01 04:00:00+00,2018/01/09 05:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2018,January,9,9,Tuesday   ,8,2014,October,1,274,Wednesday ,0,NO,Assault,NSA,NSA,-79.71029938,43.59203096,134642
0,0,134360,GO-201818969,NSA,2018/01/04 05:00:00+00,2018/01/04 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1420,110,Assault Bodily Harm,2018,January,4,4,Thursday  ,6,2018,January,4,4,Thursday  ,5,NO,Assault,NSA,NSA,0,0,134745
-8806525.97,5436595.3,134255,GO-20185828,NSA,2018/01/01 05:00:00+00,2018/01/02 05:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,2018,January,2,2,Tuesday   ,3,2018,January,1,1,Monday    ,23,NO,Auto Theft,NSA,NSA,-79.11036879,43.81330039,134904
0,0,135205,GO-201878345,NSA,2018/01/13 05:00:00+00,2018/01/13 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,200,Robbery - Mugging,2018,January,13,13,Saturday  ,13,2018,January,13,13,Saturday  ,13,NO,Robbery,NSA,NSA,0,0,135306
-8848577.301,5440435.665,135281,GO-201882584,NSA,2018/01/13 05:00:00+00,2018/01/14 05:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2018,January,14,14,Sunday    ,5,2018,January,13,13,Saturday  ,23,YES,Assault,NSA,NSA,-79.48812232,43.83818936,135385
0,0,135290,GO-201874868,NSA,2017/12/16 05:00:00+00,2018/01/14 05:00:00+00,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,2120,200,B&E,2018,January,14,14,Sunday    ,8,2017,December,16,350,Saturday  ,2,NO,Break and Enter,NSA,NSA,0,0,135394
0,0,135477,GO-201896046,NSA,2018/01/13 05:00:00+00,2018/01/16 05:00:00+00,Ttc Subway Station,Transit,1430,100,Assault,2018,January,16,16,Tuesday   ,12,2018,January,13,13,Saturday  ,13,NO,Assault,NSA,NSA,0,0,135602
0,0,135322,GO-201886070,NSA,2012/02/01 05:00:00+00,2018/01/14 05:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2018,January,14,14,Sunday    ,18,2012,February,1,32,Wednesday ,0,NO,Assault,NSA,NSA,0,0,135828
0,0,135342,GO-201886769,NSA,2018/01/14 05:00:00+00,2018/01/14 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,2018,January,14,14,Sunday    ,22,2018,January,14,14,Sunday    ,22,NO,Assault,NSA,NSA,0,0,135853
0,0,135343,GO-201886769,NSA,2018/01/14 05:00:00+00,2018/01/14 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,2018,January,14,14,Sunday    ,22,2018,January,14,14,Sunday    ,22,NO,Assault,NSA,NSA,0,0,135854
-8862070.757,5430826.132,135351,GO-201814094,NSA,2018/01/14 05:00:00+00,2018/01/14 05:00:00+00,Convenience Stores,Commercial,1610,210,Robbery - Business,2018,January,14,14,Sunday    ,5,2018,January,14,14,Sunday    ,5,NO,Robbery,NSA,NSA,-79.6093361,43.77589155,135862
-8862070.757,5430826.132,135352,GO-20181308991,NSA,2018/01/14 05:00:00+00,2018/01/14 05:00:00+00,Convenience Stores,Commercial,1610,210,Robbery - Business,2018,January,14,14,Sunday    ,5,2018,January,14,14,Sunday    ,5,YES,Robbery,NSA,NSA,-79.6093361,43.77589155,135863
-8831941.412,5515252.937,135391,GO-201889942,NSA,2010/01/01 05:00:00+00,2018/01/15 05:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2018,January,15,15,Monday    ,11,2010,January,1,1,Friday    ,0,NO,Assault,NSA,NSA,-79.33867959,44.32100088,135902
-8855235.898,5435684.773,135398,GO-201890546,NSA,2018/01/15 05:00:00+00,2018/01/15 05:00:00+00,Unknown,Other,2130,210,Theft Over,2018,January,15,15,Monday    ,14,2018,January,15,15,Monday    ,14,NO,Theft Over,NSA,NSA,-79.54793752,43.80739784,135909
0,0,136230,GO-2018144682,NSA,2018/01/23 05:00:00+00,2018/01/23 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,2018,January,23,23,Tuesday   ,18,2018,January,23,23,Tuesday   ,16,NO,Assault,NSA,NSA,0,0,136135
0,0,136277,GO-2018146815,NSA,2018/01/24 05:00:00+00,2018/01/24 05:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,2018,January,24,24,Wednesday ,4,2018,January,24,24,Wednesday ,4,NO,Break and Enter,NSA,NSA,0,0,136190
0,0,136282,GO-2018147562,NSA,2018/01/24 05:00:00+00,2018/01/24 05:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2018,January,24,24,Wednesday ,8,2018,January,24,24,Wednesday ,8,YES,Assault,NSA,NSA,0,0,136195
0,0,136610,GO-2018169363,NSA,2018/01/27 05:00:00+00,2018/01/27 05:00:00+00,Ttc Street Car,Transit,1430,100,Assault,2018,January,27,27,Saturday  ,16,2018,January,27,27,Saturday  ,14,NO,Assault,NSA,NSA,0,0,136232
0,0,136621,GO-2018170681,NSA,2018/01/27 05:00:00+00,2018/01/27 05:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,1610,200,Robbery - Mugging,2018,January,27,27,Saturday  ,18,2018,January,27,27,Saturday  ,18,NO,Robbery,NSA,NSA,0,0,136243
0,0,136684,GO-2018820441234,NSA,2018/01/28 05:00:00+00,2018/01/28 05:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1610,200,Robbery - Mugging,2018,January,28,28,Sunday    ,14,2018,January,28,28,Sunday    ,11,YES,Robbery,NSA,NSA,0,0,136311
0,0,136956,GO-2018187226,NSA,2018/01/29 05:00:00+00,2018/01/30 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,2018,January,30,30,Tuesday   ,12,2018,January,29,29,Monday    ,7,NO,Auto Theft,NSA,NSA,0,0,136397
-8829428.48,5438934.734,136526,GO-2018164920,NSA,2018/01/26 05:00:00+00,2018/01/26 05:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2018,January,26,26,Friday    ,20,2018,January,26,26,Friday    ,20,NO,Assault,NSA,NSA,-79.31610554,43.82846323,136473
0,0,136485,GO-2018161369,NSA,2018/01/26 05:00:00+00,2018/01/26 05:00:00+00,Ttc Subway Station,Transit,1430,100,Assault,2018,January,26,26,Friday    ,11,2018,January,26,26,Friday    ,8,NO,Assault,NSA,NSA,0,0,136985
-8866502.35,5401943.005,137258,GO-2018213003,NSA,2018/02/03 05:00:00+00,2018/02/03 05:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2018,February,3,34,Saturday  ,10,2018,February,3,34,Saturday  ,8,NO,Assault,NSA,NSA,-79.64914578,43.58825354,137063
-8830479.719,5438235.11,137961,GO-2018287237,NSA,2018/02/10 05:00:00+00,2018/02/10 05:00:00+00,Convenience Stores,Commercial,1610,210,Robbery - Business,2018,February,10,41,Saturday  ,23,2018,February,10,41,Saturday  ,23,YES,Robbery,NSA,NSA,-79.32554898,43.82392908,137208
0,0,137185,GO-2018208402,NSA,2018/02/01 05:00:00+00,2018/02/02 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,2018,February,2,33,Friday    ,14,2018,February,1,32,Thursday  ,15,NO,Assault,NSA,NSA,0,0,137340
0,0,137094,GO-2018203006,NSA,2018/02/01 05:00:00+00,2018/02/01 05:00:00+00,Ttc Subway Station,Transit,1610,200,Robbery - Mugging,2018,February,1,32,Thursday  ,17,2018,February,1,32,Thursday  ,16,NO,Robbery,NSA,NSA,0,0,137457
0,0,137718,GO-2018247855,NSA,2018/02/08 05:00:00+00,2018/02/08 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,2018,February,8,39,Thursday  ,17,2018,February,8,39,Thursday  ,16,NO,Assault,NSA,NSA,0,0,137577
0,0,137569,GO-2018235819,NSA,2018/01/30 05:00:00+00,2018/02/06 05:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2018,February,6,37,Tuesday   ,20,2018,January,30,30,Tuesday   ,22,NO,Assault,NSA,NSA,0,0,137655
0,0,137630,GO-2018239728,NSA,2018/02/07 05:00:00+00,2018/02/07 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,2018,February,7,38,Wednesday ,13,2018,February,7,38,Wednesday ,13,NO,Assault,NSA,NSA,0,0,137701
0,0,137631,GO-2018239679,NSA,2018/02/07 05:00:00+00,2018/02/07 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1457,100,Pointing A Firearm,2018,February,7,38,Wednesday ,13,2018,February,7,38,Wednesday ,13,NO,Assault,NSA,NSA,0,0,137702
0,0,137660,GO-2018241989,NSA,2018/02/07 05:00:00+00,2018/02/07 05:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,2018,February,7,38,Wednesday ,19,2018,February,7,38,Wednesday ,19,YES,Assault,NSA,NSA,0,0,137733
0,0,137696,GO-2018245213,NSA,2018/02/07 05:00:00+00,2018/02/08 05:00:00+00,Ttc Bus,Transit,1430,100,Assault,2018,February,8,39,Thursday  ,10,2018,February,7,38,Wednesday ,16,NO,Assault,NSA,NSA,0,0,137769
0,0,137698,GO-2018242469,NSA,2018/02/07 05:00:00+00,2018/02/08 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,180,Robbery - Swarming,2018,February,8,39,Thursday  ,10,2018,February,7,38,Wednesday ,21,YES,Robbery,NSA,NSA,0,0,137771
0,0,137428,GO-2018226248,NSA,2018/01/30 05:00:00+00,2018/02/05 05:00:00+00,Ttc Subway Station,Transit,1430,100,Assault,2018,February,5,36,Monday    ,13,2018,January,30,30,Tuesday   ,8,NO,Assault,NSA,NSA,0,0,137783
0,0,137353,GO-2018219294,NSA,2018/02/04 05:00:00+00,2018/02/04 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,2018,February,4,35,Sunday    ,11,2018,February,4,35,Sunday    ,9,YES,Assault,NSA,NSA,0,0,137818
0,0,137354,GO-2018219294,NSA,2018/02/04 05:00:00+00,2018/02/04 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,2018,February,4,35,Sunday    ,11,2018,February,4,35,Sunday    ,9,YES,Assault,NSA,NSA,0,0,137819
0,0,137389,GO-2018221348,NSA,2018/02/04 05:00:00+00,2018/02/04 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1420,100,Assault With Weapon,2018,February,4,35,Sunday    ,17,2018,February,4,35,Sunday    ,12,NO,Assault,NSA,NSA,0,0,137854
0,0,137739,GO-2018248723,NSA,2018/02/08 05:00:00+00,2018/02/08 05:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,1610,100,Robbery With Weapon,2018,February,8,39,Thursday  ,20,2018,February,8,39,Thursday  ,20,NO,Robbery,NSA,NSA,0,0,137874
0,0,137794,GO-2018251127,NSA,2018/02/08 05:00:00+00,2018/02/09 05:00:00+00,Go Bus,Transit,1430,100,Assault,2018,February,9,40,Friday    ,11,2018,February,8,39,Thursday  ,13,NO,Assault,NSA,NSA,0,0,137930
0,0,137466,GO-2018226383,NSA,2017/12/20 05:00:00+00,2018/02/05 05:00:00+00,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,2018,February,5,36,Monday    ,15,2017,December,20,354,Wednesday ,10,NO,Theft Over,NSA,NSA,0,0,137966
0,0,137488,GO-2018242058,NSA,2018/02/01 05:00:00+00,2018/02/05 05:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,200,B&E,2018,February,5,36,Monday    ,23,2018,February,1,32,Thursday  ,0,YES,Break and Enter,NSA,NSA,0,0,137988
-8833126.356,5437111.845,137490,GO-2018385261,NSA,2018/02/05 05:00:00+00,2018/02/05 05:00:00+00,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,1610,110,Robbery - Financial Institute,2018,February,5,36,Monday    ,12,2018,February,5,36,Monday    ,12,YES,Robbery,NSA,NSA,-79.34932412,43.81664866,137990
0,0,138650,GO-2018308758,NSA,2017/11/12 05:00:00+00,2018/02/18 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,2018,February,18,49,Sunday    ,0,2017,November,12,316,Sunday    ,23,YES,Assault,NSA,NSA,0,0,138050
0,0,138252,GO-2018282072,NSA,2018/01/28 05:00:00+00,2018/02/14 05:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,2018,February,14,45,Wednesday ,0,2018,January,28,28,Sunday    ,10,NO,Theft Over,NSA,NSA,0,0,138402
0,0,138274,GO-2018285081,NSA,2018/02/14 05:00:00+00,2018/02/14 05:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1430,100,Assault,2018,February,14,45,Wednesday ,12,2018,February,14,45,Wednesday ,12,NO,Assault,NSA,NSA,0,0,138424
0,0,138292,GO-2018283214,NSA,2018/02/14 05:00:00+00,2018/02/14 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1420,100,Assault With Weapon,2018,February,14,45,Wednesday ,8,2018,February,14,45,Wednesday ,1,NO,Assault,NSA,NSA,0,0,138442
0,0,138573,GO-2018303409,NSA,2018/02/15 05:00:00+00,2018/02/17 05:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2018,February,17,48,Saturday  ,4,2018,February,15,46,Thursday  ,2,NO,Assault,NSA,NSA,0,0,138702
0,0,138481,GO-2018296799,NSA,2018/02/15 05:00:00+00,2018/02/16 05:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2018,February,16,47,Friday    ,5,2018,February,15,46,Thursday  ,20,NO,Assault,NSA,NSA,0,0,138806
0,0,138484,GO-2018298339,NSA,2018/02/16 05:00:00+00,2018/02/16 05:00:00+00,Unknown,Other,1430,100,Assault,2018,February,16,47,Friday    ,9,2018,February,16,47,Friday    ,9,NO,Assault,NSA,NSA,0,0,138809
0,0,138137,GO-2018272465,NSA,2018/02/12 05:00:00+00,2018/02/12 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1420,110,Assault Bodily Harm,2018,February,12,43,Monday    ,16,2018,February,12,43,Monday    ,15,YES,Assault,NSA,NSA,0,0,138854
0,0,139617,GO-2018371747,NSA,2018/02/25 05:00:00+00,2018/02/27 05:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1420,100,Assault With Weapon,2018,February,27,58,Tuesday   ,17,2018,February,25,56,Sunday    ,15,YES,Assault,NSA,NSA,0,0,139486
0,0,139618,GO-2018371747,NSA,2018/02/25 05:00:00+00,2018/02/27 05:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2018,February,27,58,Tuesday   ,17,2018,February,25,56,Sunday    ,15,YES,Assault,NSA,NSA,0,0,139492
0,0,139921,GO-2018390534,NSA,2018/02/22 05:00:00+00,2018/03/02 05:00:00+00,Homeless Shelter / Mission,Other,1430,100,Assault,2018,March,2,61,Friday    ,20,2018,February,22,53,Thursday  ,2,YES,Assault,NSA,NSA,0,0,139607
0,0,139967,GO-2018388528,NSA,2018/03/01 05:00:00+00,2018/03/02 05:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,2018,March,2,61,Friday    ,8,2018,March,1,60,Thursday  ,16,NO,Auto Theft,NSA,NSA,0,0,139664
0,0,139968,GO-2018388528,NSA,2018/03/01 05:00:00+00,2018/03/02 05:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,2018,March,2,61,Friday    ,8,2018,March,1,60,Thursday  ,16,NO,Auto Theft,NSA,NSA,0,0,139665
-8864956.547,5410183.248,139647,GO-2018465112,NSA,2018/02/27 05:00:00+00,2018/02/27 05:00:00+00,Bar / Restaurant,Commercial,1610,210,Robbery - Business,2018,February,27,58,Tuesday   ,21,2018,February,27,58,Tuesday   ,21,YES,Robbery,NSA,NSA,-79.63525959,43.64184576,139740
-8864667.255,5421097.142,139648,GO-2018465114,NSA,2018/02/27 05:00:00+00,2018/02/27 05:00:00+00,Bar / Restaurant,Commercial,1610,210,Robbery - Business,2018,February,27,58,Tuesday   ,22,2018,February,27,58,Tuesday   ,22,YES,Robbery,NSA,NSA,-79.63266084,43.71275313,139741
0,0,139338,GO-2018351656,NSA,2016/01/01 05:00:00+00,2018/02/24 05:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2018,February,24,55,Saturday  ,20,2016,January,1,1,Friday    ,0,YES,Assault,NSA,NSA,0,0,139805
0,0,139558,GO-2018366457,NSA,2018/02/26 05:00:00+00,2018/02/27 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,100,Robbery With Weapon,2018,February,27,58,Tuesday   ,0,2018,February,26,57,Monday    ,19,NO,Robbery,NSA,NSA,0,0,139895
0,0,139567,GO-2018368225,NSA,2007/01/01 05:00:00+00,2018/02/27 05:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2018,February,27,58,Tuesday   ,9,2007,January,1,1,Monday    ,0,NO,Assault,NSA,NSA,0,0,139904
0,0,139580,GO-2018369160,NSA,2018/02/26 05:00:00+00,2018/02/27 05:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,2018,February,27,58,Tuesday   ,11,2018,February,26,57,Monday    ,7,NO,Assault,NSA,NSA,0,0,139917
-8872493.831,5430664.966,139445,GO-2018359121,NSA,2018/02/25 05:00:00+00,2018/02/25 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,110,Robbery - Financial Institute,2018,February,25,56,Sunday    ,22,2018,February,25,56,Sunday    ,22,YES,Robbery,NSA,NSA,-79.70296817,43.77484617,139945
-8863896.007,5410159.088,140206,GO-2018465116,NSA,2018/03/05 05:00:00+00,2018/03/05 05:00:00+00,Bar / Restaurant,Commercial,1610,210,Robbery - Business,2018,March,5,64,Monday    ,21,2018,March,5,64,Monday    ,21,YES,Robbery,NSA,NSA,-79.6257326,43.6416887,140132
-8805767.365,5441970.115,140240,GO-2018415256,NSA,2016/07/01 04:00:00+00,2018/03/06 05:00:00+00,Unknown,Other,1430,100,Assault,2018,March,6,65,Tuesday   ,11,2016,July,1,183,Friday    ,11,YES,Assault,NSA,NSA,-79.10355412,43.84813106,140167
0,0,140249,GO-2018415096,NSA,2018/03/02 05:00:00+00,2018/03/06 05:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2018,March,6,65,Tuesday   ,13,2018,March,2,61,Friday    ,12,NO,Assault,NSA,NSA,0,0,140176
-8795593.926,5447268.294,140710,GO-2018444226,NSA,2018/03/09 05:00:00+00,2018/03/10 05:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2018,March,10,69,Saturday  ,19,2018,March,9,68,Friday    ,18,NO,Assault,NSA,NSA,-79.01216457,43.88244521,140341
0,0,140061,GO-2018401037,NSA,2018/03/04 05:00:00+00,2018/03/04 05:00:00+00,Bar / Restaurant,Commercial,1430,100,Assault,2018,March,4,63,Sunday    ,5,2018,March,4,63,Sunday    ,2,NO,Assault,NSA,NSA,0,0,140413
-8861301.439,5407401.806,140307,GO-2018465118,NSA,2018/03/06 05:00:00+00,2018/03/06 05:00:00+00,Bar / Restaurant,Commercial,1610,210,Robbery - Business,2018,March,6,65,Tuesday   ,21,2018,March,6,65,Tuesday   ,21,YES,Robbery,NSA,NSA,-79.6024252,43.62376138,140457
-8829344.372,5438008.077,140520,GO-2018509053,NSA,2018/03/07 05:00:00+00,2018/03/08 05:00:00+00,Pharmacy,Other,1610,210,Robbery - Business,2018,March,8,67,Thursday  ,16,2018,March,7,66,Wednesday ,16,YES,Robbery,NSA,NSA,-79.31534998,43.82245764,140480
-8805706.687,5440339.691,140839,GO-2018490486,NSA,2018/03/11 05:00:00+00,2018/03/11 05:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,200,B&E,2018,March,11,70,Sunday    ,0,2018,March,11,70,Sunday    ,0,YES,Break and Enter,NSA,NSA,-79.10300904,43.83756749,140596
-8867072.39,5423807.75,140871,GO-2018443271,NSA,2017/10/01 04:00:00+00,2018/03/12 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2132,200,Theft From Motor Vehicle Over,2018,March,12,71,Monday    ,11,2017,October,1,274,Sunday    ,8,NO,Theft Over,NSA,NSA,-79.65426653,43.73035091,140628
0,0,140915,GO-2018457019,NSA,2018/03/12 04:00:00+00,2018/03/12 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,1610,100,Robbery With Weapon,2018,March,12,71,Monday    ,21,2018,March,12,71,Monday    ,19,NO,Robbery,NSA,NSA,0,0,140675
0,0,140916,GO-2018457019,NSA,2018/03/12 04:00:00+00,2018/03/12 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,1610,100,Robbery With Weapon,2018,March,12,71,Monday    ,21,2018,March,12,71,Monday    ,19,NO,Robbery,NSA,NSA,0,0,140676
0,0,140917,GO-2018457019,NSA,2018/03/12 04:00:00+00,2018/03/12 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,1610,100,Robbery With Weapon,2018,March,12,71,Monday    ,21,2018,March,12,71,Monday    ,19,NO,Robbery,NSA,NSA,0,0,140677
0,0,140918,GO-2018457019,NSA,2018/03/12 04:00:00+00,2018/03/12 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,1610,100,Robbery With Weapon,2018,March,12,71,Monday    ,21,2018,March,12,71,Monday    ,19,NO,Robbery,NSA,NSA,0,0,140678
